stock_code,linear_regression: score,decision_tree: score,random_forest: score,support_vector_machine_linear: score,support_vector_machine_poly: score,support_vector_machine_rbf: score,lstm: score,linear_regression: mean_absolute_error,decision_tree: mean_absolute_error,random_forest: mean_absolute_error,support_vector_machine_linear: mean_absolute_error,support_vector_machine_poly: mean_absolute_error,support_vector_machine_rbf: mean_absolute_error,lstm: mean_absolute_error
HK.00700,0.5340176800519025,-0.908040804782286,-1.308390974404506,0.4650289650965432,-5.967297644805033,-7.888244664734495,0.9704847898510944,44.91163796133372,100.0980327536232,112.21145803726708,50.53750279050226,177.3495986915221,229.25987315334208,11.297464903828818
HK.00005,0.207681613634907,-0.1276031547518805,0.1548042596704476,0.3203979025080153,0.3296148957933239,0.0439541896995395,0.9816739492108928,4.614348751113857,5.528921200828157,4.716978734989647,4.250129447507387,4.263016862316317,4.903221495202127,0.6762334537038562
HK.01299,0.6667410402973732,-1.172473211298664,-0.9496147179688836,0.6437620060128847,-1.775914235505326,-7.385632088537335,0.9280286251199564,5.464265583357456,14.349293995859217,13.420662111801246,5.755953037049649,15.833257045451203,26.723259006876773,2.641853753777482
HK.00939,-0.3744427592593333,-2.282043246069294,-0.821031154745099,-0.192448879090026,-0.5467472828509214,-0.0592527920354173,0.9189237087145612,0.2959568808986297,0.4231690683229814,0.326377768115942,0.2689919100694673,0.3109044423654685,0.24508658688209,0.0666157831258215
HK.00388,0.7083002414916314,-3.528922154251341,-3.354499407622757,0.7872186395593033,-4.76164108045114,-5.91510168380893,0.9554316005925206,38.67205832393168,175.28573498964803,171.7515113871636,32.11022228363258,176.1693814828085,220.4366778428391,16.253798236228945
HK.02318,0.5907287341116388,0.0840920141857818,0.2536238534423944,0.5585606883376482,0.0618260975006729,-0.2481782643573178,0.9842015101411006,6.049000466959032,9.355152339544514,8.485807544513458,6.267026958661504,9.328359845367002,9.639874901224626,1.1078688739755451
HK.01398,-0.2171551091137229,-2.1421432549474195,-1.1287250412406982,0.0269612690389855,-0.226132968561683,-0.34346477913588,0.935668196610534,0.2903490226620409,0.4368009316770187,0.3709413229813664,0.2476852199866153,0.2768873141194908,0.3105375300887737,0.0629154521546743
HK.00941,-0.92051515321514,-2.1137445330518494,-1.4852989058578046,-0.4868799084930206,-0.7613945342455382,-1.2985849791664767,0.8925949195980615,4.651239953708527,5.674391304347826,5.026462732919255,4.054562194582176,4.603809543337082,4.929350766862809,0.9719654391808672
HK.03968,0.838401294933803,-1.4274199074700138,-1.32425813987494,0.8398502217902961,-4.897440856014588,-5.108465687002427,0.9802650339002522,4.113600226132813,16.490930538302276,16.112236739130434,4.066176870607555,23.65180946981846,25.85602082961164,1.3674920086265072
HK.00669,0.8684145903142032,-1.940981342966652,-1.977408903509004,0.8693075430716888,-15.51067237283288,-5.079689003957776,0.9665170846476484,10.983188511798096,53.51821946169772,53.968909937888206,10.956561287205288,112.95462447270624,80.29159640740988,4.821878107585668
HK.01211,0.6907569726849487,-1.1020493820762431,-1.0405068108718225,0.7368380944537514,-6.290585614986542,-1.8758850829736688,0.9312339604565107,37.73199878355584,102.03413364389236,100.41361417598344,34.886590715704386,157.80925451412617,120.45744116227227,16.607048162659698
HK.03988,0.3038336090533851,-1.4179360221078134,-0.0860755477639103,0.4655576973604787,0.3218441424431031,0.3228952225102669,0.9575315101828192,0.1307401846355951,0.2218415942028985,0.1507777929606625,0.1086751411337603,0.122067789290537,0.1275529508587561,0.0306526027391827
HK.02331,0.8916440927372882,-1.2787298463140022,-1.133916876565464,0.8886662730001244,-32.18525015550466,-2.1905763901374278,0.9720275450631102,6.588638757598405,30.724355403726715,29.491746144927536,6.648262608880015,96.84020531889172,37.264194103152334,3.1900853396111573
HK.02382,0.6707090601634718,-0.946460557624632,-0.5192899176581325,0.6739539636514975,-5.950411403076671,-4.1520880062375785,0.9519424978568688,21.3112503575765,52.55237474120084,45.92307536231884,21.58046094367209,88.24714720852322,82.5731357292078,7.602139740120539
HK.00002,0.1059821093025934,-0.929256789976174,-0.5791063845307256,0.0660528605148819,-0.2238896577227143,-0.6319062365291399,0.9296734021431008,2.3807935718298943,3.690351966873706,3.264047619047618,2.3799367870746906,2.8055913683488245,3.0729375604283344,0.598954803282985
