stock_code,linear_regression: score,linear_regression: mean_absolute_error,linear_regression: last_day_value,linear_regression: future_price,decision_tree: score,decision_tree: mean_absolute_error,decision_tree: last_day_value,decision_tree: future_price,random_forest: score,random_forest: mean_absolute_error,random_forest: last_day_value,random_forest: future_price,support_vector_machine_linear: score,support_vector_machine_linear: mean_absolute_error,support_vector_machine_linear: last_day_value,support_vector_machine_linear: future_price,support_vector_machine_poly: score,support_vector_machine_poly: mean_absolute_error,support_vector_machine_poly: last_day_value,support_vector_machine_poly: future_price,support_vector_machine_rbf: score,support_vector_machine_rbf: mean_absolute_error,support_vector_machine_rbf: last_day_value,support_vector_machine_rbf: future_price,lstm: score,lstm: mean_absolute_error,lstm: last_day_value,lstm: future_price
HK.00700,-6.616543141654666,49.40942235686232,443.37008,507.03725538904087,-14.278175186006937,62.495034999999994,443.37008,525.96814,-17.461850086761252,75.93256999999997,443.37008,505.1002399999999,-3.443764218046309,33.35821093828996,443.37008,484.2189071630019,-2.005634576408216,26.661909598108828,443.37008,484.51970779864774,-13.088475086060452,69.6500750969995,443.37008,527.0405592606719,0.04851751872365351,17.149739682987565,443.37008,438.773098157919
HK.00005,-0.8109121850647154,2.728735278509419,46.9,42.32750283503387,-1.3741857624135556,3.2817754347826087,46.9,48.65589,-0.8212504358275066,2.7460911304347824,46.9,48.54589,-1.6198832965798062,3.1439329702797365,46.9,42.290744385149466,-1.8749491139117933,3.34535828944865,46.9,41.84891163034215,-0.7535456569103958,2.6622971684283177,46.9,47.698916874392374,0.7724512689993098,0.9103968155583317,46.9,46.33257570201874
HK.01299,-0.2879263878358371,5.046020937052719,78.6,86.36822292639197,-5.205065782232105,10.782684782608696,78.6,102.417,-3.3832781867242687,9.180565217391301,78.6,94.85040000000001,0.18447654280508097,4.061067291409524,78.6,85.77023991544135,0.25803358338406246,3.86810564691835,78.6,84.86214826815655,-4.392865369683266,10.458270942768895,78.6,82.22690934821732,0.834569846310224,1.6901892657985493,78.6,79.59692991164326
HK.00939,-0.8162863593754976,0.20432848857888264,5.4,5.433036885844608,-4.800026256431926,0.3518156521739131,5.4,5.47916,-1.3658545394070072,0.2251652608695652,5.4,5.491212,-0.4780407763063874,0.1890190447840656,5.4,5.446029446786833,-0.40135052527487924,0.1825733611517243,5.4,5.42753892678465,-0.16021380209548464,0.15978381156491067,5.4,5.4030753615837686,0.8590670101438617,0.05149930700180478,5.4,5.360152916822433
HK.00388,-2.4840358139171443,28.259813478977925,455.4,485.36379886296874,-5.058511369304187,34.20097826086955,455.4,524.81,-2.7983995380027205,27.97869565217391,455.4,489.41999999999996,-11.23807059446759,57.16972700666368,455.4,503.8461279488442,-2.7721458769646974,29.38784792307303,455.4,471.89758861916414,-8.730817999768087,42.38726172241029,455.4,461.3465828999504,0.3248395746501139,11.753293618961264,455.4,460.6050724178553
HK.02318,-13.796884410913016,9.986462042989071,56.15,67.20481673172016,-27.960472688526902,14.997938478260869,56.15,75.07618,-36.818334168913815,17.471279173913043,56.15,75.74752199999999,-17.78992478538781,11.746499292530997,56.15,67.30665239213621,-20.34908453004449,12.869374111038471,56.15,68.62753690233643,-55.574059023694694,21.211040528974237,56.15,79.46647664673631,-0.15025904948200686,3.5684815315117397,56.15,60.08703876275063
HK.01398,-2.817865077898269,0.12451268592112567,4.4,4.258685582832791,-33.408631162795366,0.3840379347826087,4.4,3.69009,-14.096673039363967,0.22824226086956526,4.4,3.7920900000000004,-2.929394798225968,0.12825496278331902,4.4,4.416858562177891,-2.173027443795042,0.11275313910388574,4.4,4.394046954683477,-1.519461257447435,0.08800636545696609,4.4,4.304871097989462,-0.15382718167243303,0.0666154726946385,4.4,4.296581367548406
HK.00941,-0.5470528423087204,0.9977863176693841,46.8,47.02034077373073,-9.561327851484922,2.2645434782608693,46.8,47.37,-3.3089678676384695,1.5677423913043467,46.8,47.31,-0.3608333949790594,0.9337611961106941,46.8,47.487639047093175,-0.4374661432512803,0.9592813725040771,46.8,47.28938167099118,-1.546878879234463,1.1956539413952476,46.8,46.843183156652636,0.5701594506044204,0.5387211439408824,46.8,47.34755056074262
HK.03968,-1.5253658540298267,3.54405194127255,60.55,65.27399870901064,-2.0778991599107197,3.9489884782608695,60.55,65.69562,-0.8619629105428757,3.055216717391304,60.55,63.182372,-1.289703092213652,3.3314286145553624,60.55,64.34661300493396,-2.172360379675772,4.026696970972013,60.55,64.86255507181555,-2.061661928912869,3.505539274389719,60.55,65.22184821066361,0.03674565047071787,2.0342008919046677,60.55,61.41999921347677
HK.00669,-6.638577790000825,14.691049645136252,155.2,176.8407100883681,-15.2891317053761,24.291304347826088,155.2,139.85,-15.135552577435728,24.51026086956522,155.2,151.72,-6.372495647678633,14.051412991964753,155.2,169.70069439366944,-14.938450785837725,21.765411877544462,155.2,197.48499202423983,-70.21217401362759,50.6058222654538,155.2,100.37906381226612,-0.27780610690490914,5.840687440670267,155.2,157.94193495035174
HK.01211,-1.636667778727114,33.015862799671545,266.6,322.8147664647579,-17.80308527235177,92.44859000000001,266.6,180.42012,-15.836434599620162,87.93585139130435,266.6,186.00810800000002,-1.5314290927347476,32.27942287327673,266.6,339.2237250692845,-9.277571592349744,58.130945561227286,266.6,437.32768976290134,-19.642095534246113,99.77891767680319,266.6,162.86874162799057,0.7421148352176488,8.823664025855887,266.6,259.4581161681193
HK.03988,-2.3349075425184265,0.048109118247260385,2.81,2.7141406167872,-34.818472160748996,0.16829913043478256,2.81,2.73,-5.649797148496067,0.06063569565217391,2.81,2.6872160000000003,-8.730283506854871,0.09206948481954433,2.81,2.6834223354206084,-9.4540278262135,0.09562781417634678,2.81,2.6824847884826957,-10.500746177282618,0.09857563264906634,2.81,2.6820079586619765,-2.1934543861483484,0.05029946917120288,2.81,2.739167160396576
HK.02331,-6.15962452879314,14.18847363472125,85.35,112.20370420345532,-0.8850566004547031,7.016304347826087,85.35,94.2,-0.5062235581700387,6.342228260869568,85.35,90.71000000000001,-8.187060046298882,17.06037474940738,85.35,109.28879789798904,-45.58911486132928,40.62257870693121,85.35,135.57242868437714,-12.202663608239224,19.83737802148484,85.35,76.30396477235949,0.5046623386971728,3.717580217041897,85.35,83.8797987901032
HK.02382,-0.8727472500996929,18.276325285720965,246.6,222.37547092174202,-7.361559795665908,39.298021739130434,246.6,231.2,-3.3761027077295465,26.575676086956513,246.6,236.73430000000002,-1.2002641107610885,19.098489651267315,246.6,225.73378823090582,-1.4456678761695665,20.99116229085547,246.6,239.2214532939318,-9.093655321693776,40.4916494227669,246.6,166.1400778251194,0.729164915729291,6.228714737161689,246.6,241.6534748119712
HK.00002,-0.7214551480919575,1.3502332403897888,78.75,74.04937722990452,-12.068519999384204,3.2121739130434763,78.75,72.54,-3.345846914009294,1.9720434782608707,78.75,70.83,-1.7542439657030577,1.7477475934381033,78.75,73.85818884399748,-1.2126447524562232,1.5925651756121686,78.75,74.3976514510189,-2.7617496967717745,2.024510644237282,78.75,73.43408121045256,0.5565810059080618,0.6829265758699301,78.75,78.43433898031712
HK.00823,-1.9537579393123874,2.873889416003118,68.65,70.10373681213218,-6.945035023914686,5.085877173913042,68.65,73.7707,-5.287556512427846,4.39972043478261,68.65,72.71003,-2.0697937144914342,3.0324813882551385,68.65,69.21623105860218,-1.6949199887807906,2.8125013902491327,68.65,68.6626382861013,-4.553620314445346,4.164096555259971,68.65,72.57704412211211,0.6011490484456348,1.1463940158049664,68.65,68.35694004011154
HK.00883,-0.7939433624360746,0.4235490299384136,8.03,7.714125818658368,-2.5283575491750545,0.658586956521739,8.03,8.11,-1.2451983599050243,0.5403478260869568,8.03,7.9239999999999995,-0.5161374503432141,0.3966260623237117,8.03,7.764482847688505,-0.3832818089035197,0.38075033552202125,8.03,7.828561801252478,-0.4478363908494396,0.4088384705308755,8.03,7.792836954879381,0.43394701245156886,0.25895158924010253,8.03,7.89024467766285
HK.00003,-0.5828094537351589,0.3423697541780834,12.14,11.465413620479293,-3.9825571789437326,0.6365430130434782,12.14,10.97523,-1.456407739939384,0.4498553947826084,12.14,11.5388492,-0.4944555979800622,0.3311905458999721,12.14,11.47834786118106,-0.6843057745219869,0.3583186392018093,12.14,11.415397372931988,-1.4218649286950549,0.36042237650030035,12.14,11.650747148845577,0.8713893013127008,0.10572446774832697,12.14,12.18703568652277
HK.02313,-1.1323594828785422,10.49457434154195,149.9,166.37316850607792,-6.267353605545127,20.05282608695652,149.9,163.34,-3.7481643340092106,16.571521739130432,149.9,169.57000000000002,-1.7566443269135732,12.094005983072899,149.9,168.95149469934782,-3.96556806707759,16.937983211157526,149.9,172.57526951600852,-11.65535806147865,26.138751554387127,149.9,167.44907814746747,0.44844562563940715,5.614951511505918,149.9,154.73412206411362
HK.02020,-2.75522858376364,27.92639136278202,116.6,146.9368489483038,-2.843567699695379,24.700652173913046,116.6,116.33,-2.0452670347245596,23.03729347826087,116.6,142.24800000000002,-4.1598294265260956,33.33447541268199,116.6,151.05094168955603,-8.302094060441252,43.01632596501291,116.6,150.88915390459118,-2.8074011162248387,26.605384202543313,116.6,110.57218960459342,0.7659765706466665,6.854452637811106,116.6,120.47008864045144
HK.00175,-0.7909682510138683,2.3741961088956867,21.3,25.658039773448834,-3.3573152493684777,3.6469565217391304,21.3,25.95,-1.1418572282656516,2.4224239130434793,21.3,22.000999999999998,-1.281656140783399,2.555574657098646,21.3,25.06640103259219,-1.713690166320477,2.7229140339573648,21.3,25.624492353271886,-3.856240275286873,3.565078754320608,21.3,18.698836375525556,0.5465355867717983,1.1132312896574026,21.3,20.67733244687319
HK.00016,-1.4674432389948517,6.3110060012226885,94.6,102.31515798224919,-3.0330278213191013,8.019021739130435,94.6,112.5,-1.6417364595298358,6.254402173913041,94.6,95.695,-0.8680921690984236,5.420511992739383,94.6,101.2901193568242,-1.1233712510339768,5.892710989783882,94.6,101.00260856607474,-3.969066144513654,8.46317728211351,94.6,104.63243785466929,0.8139268383314978,1.52664895592904,94.6,94.13532510399817
HK.02319,-1.6528564883550683,2.7070854917652216,44.2,47.018860083377994,-2.9039974801405215,3.0599782608695647,44.2,45.1,-2.088746380443112,2.8212847826086964,44.2,43.9824,-1.6878969144796545,2.5053447742159385,44.2,45.37565947771654,-2.13182455817055,2.8154067941768033,44.2,45.892180852639726,-2.4959900633727594,2.9439800074647215,44.2,43.52586240114253,0.651818341717943,0.934031286699432,44.2,44.27847921693325
HK.02688,-5.466858121790399,24.49441507552832,146.8,149.05085398407869,-3.640117597543476,21.60684782608696,146.8,148.41,-3.5831566077311763,21.081065217391306,146.8,159.28000000000003,-5.049221980585295,24.25565351677019,146.8,157.25775519833013,-9.495527294923267,31.38427810819235,146.8,163.4795596632121,-2.330656885019394,18.276443754615922,146.8,138.1997510903341,0.5308984106422271,6.920635718520806,146.8,150.08908653616905
HK.00011,-1.9451976384632412,6.70602614828685,142.7,142.9539767682282,-5.757709914883635,9.6804347826087,142.7,147.4,-4.100762046437728,7.981195652173909,142.7,147.28000000000003,-1.9089551524591473,6.467763548417288,142.7,140.2960072468953,-1.8505550756483475,6.371547940577087,142.7,139.75346037810039,-8.216321785133944,11.21195113823094,142.7,116.02984145262529,0.5989727149134618,2.2542002511267785,142.7,145.54118101596833
HK.01109,0.11779073702643961,1.7940357898209132,32.8,32.09722784746142,-1.652263930469608,3.11,32.8,35.68,-0.1584725931035984,2.009684782608696,32.8,33.3286,0.07710655156680779,1.8286934287817211,32.8,33.415174300364164,0.09255394166435238,1.8243016200332651,32.8,33.34864556921309,-2.6689902184167305,3.202845463866027,32.8,34.00977910122734,0.7916175478101011,0.8071554680816372,32.8,32.883887633800505
HK.00291,-0.7902054044772377,3.472989624474004,63.85,65.43874475348969,-3.947326455772081,5.4405869565217415,63.85,70.825,-3.46633393450906,5.308443478260871,63.85,70.77579999999999,-0.934949705385292,3.61931363917904,63.85,64.91725685380023,-1.6245489921068104,4.109716891605541,63.85,64.94325109108554,-6.204329783458111,6.673742551324574,63.85,70.80288120274736,0.6009120862160522,1.4781938774439753,63.85,64.17747372484207
HK.02628,-9.756251761881696,1.3477090085069048,12.92,14.658860517206369,-66.76616817683198,2.6576061956521735,12.92,13.03213,-25.144994475151854,1.781986826086957,12.92,13.726917,-4.105053534856593,0.8287311251566661,12.92,14.319028056202066,-4.111018758494276,0.8362669723813375,12.92,14.285968742946098,-46.782545585576834,2.3419444678880494,12.92,14.681754472869184,0.4846915546512438,0.2445036949166598,12.92,13.123028268520832
HK.02388,-0.8214488607201427,0.885951724793576,25.55,24.196021449817245,-20.171495658064334,2.8132065217391298,25.55,22.969,-13.41382026286497,2.498835869565217,25.55,21.169,-1.6423513004683965,1.0246840270992514,25.55,23.78209409132424,-2.053806015773008,1.0800136977814387,25.55,23.65214729425061,-7.5839781313063135,1.9737076537509788,25.55,20.860424357404945,0.6950853759607685,0.3357995100057861,25.55,25.56759614914656
HK.00027,-9.360604600463951,12.33381286339852,40.4,57.17142896266987,-10.251064949584856,12.542934782608697,40.4,58.65,-9.402160321440416,12.10978260869565,40.4,53.625,-4.76071198829327,8.770505178324317,40.4,53.24154130859216,-4.642455239472236,8.756195555882808,40.4,52.32569873260253,-7.630567450778319,10.179270326299344,40.4,38.272924026036016,0.2703997068481957,2.4841843611636802,40.4,42.931678497046235
HK.00386,-2.2311963480078987,0.24556495555087549,3.63,3.5759654461168604,-3.721116219856037,0.28920032608695656,3.63,3.99339,-1.7239077816383253,0.21513158695652174,3.63,3.7059219999999997,-3.0647309852098434,0.28940298315838453,3.63,3.452077196048251,-3.2211908128237052,0.2935794628807912,3.63,3.4459968208727627,-2.2743756365165106,0.24137256913649885,3.63,3.642390695613793,0.8018309474774554,0.0645392602226807,3.63,3.64971646643877
HK.00066,-1.9183167039041416,1.5221289071357216,41.85,43.341683327591724,-4.548906148815157,1.9861956521739135,41.85,42.7,-1.7013986187224237,1.4888586956521734,41.85,40.585000000000015,-0.9980935628682879,1.2585292101658483,41.85,42.07851395462319,-0.5530686802820897,1.110781258564721,41.85,42.03004142593177,-1.195724034396222,1.2641253240290538,41.85,42.45274027500974,0.8392588467448224,0.3794867145528608,41.85,41.892341895103456
HK.01093,-0.04181706552118425,0.6534855582466946,8.47,8.598575989703711,-3.077200361948254,1.1058019456521742,8.47,7.3,-1.0171536333368283,0.8402452930434786,8.47,8.05911106,0.1200862842171333,0.591460476335386,8.47,8.497269598166774,0.2414334317066532,0.5459521923864152,8.47,8.476438205387542,-0.3735857182794833,0.6962894682651013,8.47,8.757315581728108,0.9397417440951931,0.16136312426158952,8.47,8.227292179504062
HK.00857,-4.798851984740351,0.5846930877757198,3.47,3.001706846588883,-8.666630699263113,0.7619885869565218,3.47,2.66707,-7.518910989184379,0.7543772391304348,3.47,2.37507,-5.352279756811715,0.6245513487104657,3.47,2.9544067013517674,-4.941262166779705,0.5708747861697157,3.47,2.9972080056440653,-12.214516365195603,0.9035318146825344,3.47,2.6632728236252214,0.7690729609393775,0.11171038474257196,3.47,3.4780114659065005
HK.00688,-0.042825697854765865,0.6004190825958169,18.46,18.292464775847854,-2.060892942452332,1.0615217391304348,18.46,16.78,-0.8708063042779326,0.812663043478261,18.46,17.338,-0.0752497677994437,0.6105881921440401,18.46,18.314571540142612,-0.19930579304134333,0.6341893103103332,18.46,18.025373749413912,-1.4038052066146287,0.9190552458640756,18.46,17.411110660118116,0.39234716723648844,0.4510576098305838,18.46,18.364488067626954
HK.00006,-2.0833947594527173,1.7121858597910384,48.6,45.96893081427193,-12.181603145745507,3.0176086956521746,48.6,48.02,-5.64652289864635,2.313554347826086,48.6,48.7,-2.682484314841638,1.8572802930964887,48.6,45.66014302204366,-3.4848856133154076,2.036937970199596,48.6,45.35568186449807,-7.584416392654502,2.5305996690069033,48.6,48.64881676388313,0.7787283321659235,0.4418234167901841,48.6,49.10317719459534
HK.00960,-3.3346090295646924,3.769410060796653,36.7,41.30936074337343,-4.511837440247019,4.4042,36.7,37.0242,-4.9413603576457445,4.522274130434783,36.7,42.474529999999994,-1.2801060926811774,2.8419330322988547,36.7,39.63939270659231,-0.992101321899379,2.687591621663579,36.7,39.18115210661307,-8.278244601151973,5.248329593867406,36.7,43.096072473211464,0.30684507269495886,1.5425256114657429,36.7,38.28817224303186
HK.01177,-7.845760901596208,1.237169819621837,5.46,6.872513409600261,-14.590833042131253,1.5750699499999998,5.46,7.3467072,-17.333018684179983,1.7633244667391306,5.46,7.66536644,-6.139114330605918,1.1026215319594963,5.46,6.730508912142048,-7.467027392984571,1.2018981927234054,5.46,6.9058812877717095,-22.683921658687833,1.8644629464712394,5.46,9.060072575416267,0.37338504731029587,0.32085964490108326,5.46,5.809576864540577
HK.00267,-0.8032898935763888,0.8937386980514432,7.7,6.8054685999673525,-0.6735973766581906,0.8308804347826088,7.7,8.672,-0.34358930830570533,0.716133695652174,7.7,6.62,-0.6634913308650263,0.8358814308404243,7.7,7.0159324638437734,-0.8311560137609275,0.8991059308534316,7.7,6.942256904134704,-1.178877286564727,0.9041166647991565,7.7,6.7362665313027925,0.8359362203414369,0.23729575988711138,7.7,7.689149995684624
