stock_code,linear_regression: score,decision_tree: score,random_forest: score,support_vector_machine_linear: score,support_vector_machine_poly: score,support_vector_machine_rbf: score,lstm: score,linear_regression: mean_absolute_error,decision_tree: mean_absolute_error,random_forest: mean_absolute_error,support_vector_machine_linear: mean_absolute_error,support_vector_machine_poly: mean_absolute_error,support_vector_machine_rbf: mean_absolute_error,lstm: mean_absolute_error
HK.00700,-6.616543141654666,-14.278175186006935,-17.461850086761252,-3.443764218046309,-2.005634576408216,-13.088475086060452,0.0485175187236535,49.40942235686232,62.495035,75.93256999999997,33.35821093828996,26.661909598108828,69.6500750969995,17.149739682987565
HK.00005,-0.8109121850647154,-1.3741857624135556,-0.8212504358275066,-1.6198832965798062,-1.8749491139117933,-0.7535456569103958,0.7724512689993098,2.728735278509419,3.2817754347826087,2.7460911304347824,3.1439329702797365,3.34535828944865,2.6622971684283177,0.9103968155583316
HK.01299,-0.2879263878358371,-5.205065782232105,-3.3832781867242687,0.1844765428050809,0.2580335833840624,-4.392865369683266,0.834569846310224,5.046020937052719,10.782684782608696,9.1805652173913,4.061067291409524,3.86810564691835,10.458270942768896,1.6901892657985491
HK.00939,-0.8162863593754976,-4.800026256431926,-1.3658545394070072,-0.4780407763063874,-0.4013505252748792,-0.1602138020954846,0.8590670101438617,0.2043284885788826,0.3518156521739131,0.2251652608695652,0.1890190447840656,0.1825733611517243,0.1597838115649106,0.0514993070018047
HK.00388,-2.4840358139171443,-5.058511369304187,-2.7983995380027205,-11.23807059446759,-2.7721458769646974,-8.730817999768087,0.3248395746501139,28.259813478977925,34.20097826086955,27.97869565217391,57.16972700666368,29.38784792307303,42.38726172241029,11.753293618961264
HK.02318,-13.796884410913016,-27.960472688526902,-36.818334168913815,-17.78992478538781,-20.34908453004449,-55.57405902369469,-0.1502590494820068,9.986462042989071,14.997938478260869,17.471279173913043,11.746499292530997,12.869374111038471,21.21104052897424,3.56848153151174
HK.01398,-2.817865077898269,-33.408631162795366,-14.096673039363967,-2.929394798225968,-2.173027443795042,-1.519461257447435,-0.153827181672433,0.1245126859211256,0.3840379347826087,0.2282422608695652,0.128254962783319,0.1127531391038857,0.088006365456966,0.0666154726946385
HK.00941,-0.5470528423087204,-9.561327851484922,-3.308967867638469,-0.3608333949790594,-0.4374661432512803,-1.546878879234463,0.5701594506044204,0.997786317669384,2.2645434782608693,1.567742391304347,0.933761196110694,0.9592813725040772,1.1956539413952476,0.5387211439408824
HK.03968,-1.5253658540298267,-2.07789915991072,-0.8619629105428757,-1.289703092213652,-2.172360379675772,-2.061661928912869,0.0367456504707178,3.54405194127255,3.9489884782608695,3.055216717391304,3.3314286145553624,4.026696970972013,3.505539274389719,2.034200891904668
HK.00669,-6.638577790000825,-15.2891317053761,-15.135552577435728,-6.372495647678633,-14.938450785837723,-70.21217401362759,-0.2778061069049091,14.691049645136252,24.291304347826088,24.51026086956522,14.051412991964751,21.765411877544462,50.6058222654538,5.840687440670267
