code,date,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00823,2012-01-26,6.5617,6.1617,6.6117,5.9617,0.0,0.0,7483645,214760000.0,-1.5970103965376898,6.2617
HK.00823,2012-01-27,5.9617,5.8617,6.0617,5.7117,0.0,0.0,6949045,197010000.0,-4.868786211597445,6.1617
HK.00823,2012-01-30,5.9617,5.4617,6.0117,5.4617,0.0,0.0,7718721,217460000.0,-6.823958919767294,5.8617
HK.00823,2012-01-31,5.4617,5.7117,5.9617,5.4617,0.0,0.0,8935276,252450000.0,4.577329402933152,5.4617
HK.00823,2012-02-01,5.6117,5.6617,5.7617,5.5117,0.0,0.0,4514224,127220000.0,-0.8753961167428385,5.7117
HK.00823,2012-02-02,5.5617,5.4117,5.7117,5.3117,0.0,0.0,11258198,315200000.0,-4.4156348799830445,5.6617
HK.00823,2012-02-03,5.6117,5.5117,5.6117,5.4117,0.0,0.0,5924325,166040000.0,1.847848180793476,5.4117
HK.00823,2012-02-06,5.5617,5.3117,5.6117,5.2617,0.0,0.0,6517761,182340000.0,-3.6286445198396167,5.5117
HK.00823,2012-02-07,5.6117,5.5617,5.6117,5.4117,0.0,0.0,4682833,131270000.0,4.706591110190711,5.3117
HK.00823,2012-02-08,5.8117,5.7617,6.0117,5.6117,0.0,0.0,5043454,143020000.0,3.5960227987845474,5.5617
HK.00823,2012-02-09,5.9117,6.1117,6.2617,5.8117,0.0,0.0,7466705,213830000.0,6.074596039363376,5.7617
HK.00823,2012-02-10,6.3117,6.4617,6.4617,6.1117,0.0,0.0,8668347,250010000.0,5.726720879624335,6.1117
HK.00823,2012-02-13,6.5117,6.6617,6.7617,6.2617,0.0,0.0,5742053,167620000.0,3.095160716220178,6.4617
HK.00823,2012-02-14,6.6617,6.9617,7.0117,6.6617,0.0,0.0,8009626,235900000.0,4.503354999474619,6.6617
HK.00823,2012-02-15,6.7617,7.0617,7.2617,6.7617,0.0,0.0,7661677,227080000.0,1.4364307568553607,6.9617
HK.00823,2012-02-16,7.1117,6.4117,7.1617,6.2617,0.0,0.0,8148935,237580000.0,-9.204582465978453,7.0617
HK.00823,2012-02-17,6.7117,5.9617,6.7117,5.8617,0.0,0.0,19255436,551630000.0,-7.018419451939413,6.4117
HK.00823,2012-02-20,5.8617,5.5117,5.9617,5.4617,0.0,0.0,17057720,479880000.0,-7.548182565375651,5.9617
HK.00823,2012-02-21,5.6617,5.9617,6.0117,5.6117,0.0,0.0,5105732,145020000.0,8.164450169639133,5.5117
