code,date,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00005,2012-01-26,33.03861,32.83861,33.08861,32.23861,11.411,0.00116,20859892,1353004544.0,1.5461394289983397,32.33861
HK.00005,2012-01-27,32.98861,33.43861,33.83861,32.88861,11.516,0.00111,19857526,1302195968.0,1.8271175302486744,32.83861
HK.00005,2012-01-30,33.68861,32.78861,33.73861,32.73861,11.402,0.00094,16926756,1108704000.0,-1.9438607047362275,33.43861
HK.00005,2012-01-31,32.78861,32.88861,33.48861,32.53861,11.42,0.00123,22171900,1443887232.0,0.3049839563189822,32.78861
HK.00005,2012-02-01,32.58861,32.63861,33.08861,32.33861,11.376,0.00044,7876805,510699232.0,-0.7601415809302977,32.88861
HK.00005,2012-02-02,34.23861,34.73861,34.93861,34.08861,11.744,0.00141,25365424,1692030848.0,6.4340975305014565,32.63861
HK.00005,2012-02-03,34.58861,34.63861,34.68861,34.23861,11.727,0.00034,6098182,406493216.0,-0.2878641373388325,34.73861
HK.00005,2012-02-06,36.13861,35.68861,36.48861,35.38861,11.911,0.00125,22489844,1532829440.0,3.031299466115982,34.63861
HK.00005,2012-02-07,36.03861,36.18861,36.28861,35.73861,11.998,0.00086,15449638,1053286528.0,1.4010072121049266,35.68861
HK.00005,2012-02-08,36.78861,37.43861,37.48861,36.53861,12.218,0.00114,20538644,1425224576.0,3.454125483128532,36.18861
HK.00005,2012-02-09,36.78861,37.08861,37.58861,36.63861,12.165,0.00088,15888708,1101587072.0,-0.9348637676452048,37.43861
HK.00005,2012-02-10,37.48861,36.88861,37.48861,36.58861,12.121,0.00071,12707814,879965632.0,-0.5392491117893143,37.08861
HK.00005,2012-02-13,36.13861,36.63861,37.03861,36.08861,12.077,0.00058,10392099,715502976.0,-0.6777159670695101,36.88861
HK.00005,2012-02-14,36.08861,36.28861,36.78861,36.08861,12.016,0.00059,10618672,728496384.0,-0.9552764146893166,36.63861
HK.00005,2012-02-15,36.18861,37.58861,37.73861,36.03861,12.244,0.00113,20311244,1411831808.0,3.5823912792471364,36.28861
HK.00005,2012-02-16,37.08861,37.13861,37.58861,36.63861,12.165,0.00047,8371079,580172736.0,-1.197171164350059,37.58861
HK.00005,2012-02-17,37.98861,38.28861,38.48861,37.88861,12.367,0.00116,20926906,1472864512.0,3.09650791992484,37.13861
HK.00005,2012-02-20,39.18861,38.58861,39.33861,38.53861,12.419,0.00094,16912620,1204409728.0,0.7835228283293759,38.28861
HK.00005,2012-02-21,38.93861,39.48861,39.58861,38.78861,12.577,0.00088,15852972,1132491264.0,2.332294425738575,38.58861
HK.00005,2012-02-22,38.38861,39.03861,39.13861,38.23861,12.498,0.00085,15234506,1079620992.0,-1.1395691061295974,39.48861
HK.00005,2012-02-23,37.88861,37.93861,38.23861,37.58861,12.305,0.00096,17278128,1211985792.0,-2.817723274471098,39.03861
HK.00005,2012-02-24,38.28861,38.23861,38.98861,38.13861,12.358,0.00086,15512881,1097366272.0,0.7907511635244524,37.93861
HK.00005,2012-02-27,38.28861,37.38861,38.98861,36.93861,9.578,0.00125,22372378,1574532736.0,-2.2228841477239927,38.23861
HK.00005,2012-02-28,36.58861,36.93861,37.18861,35.93861,9.516,0.00227,40711096,2804950528.0,-1.2035750994754897,37.38861
HK.00005,2012-02-29,37.08861,37.78861,38.48861,37.08861,9.633,0.00128,23134212,1621299968.0,2.3011152828977632,36.93861
HK.00005,2012-03-01,36.88861,36.98861,37.48861,36.78861,9.523,0.00188,33927624,2350592000.0,-2.1170400287282254,37.78861
HK.00005,2012-03-02,37.78861,38.08861,38.18861,37.58861,9.674,0.00084,15100524,1059160384.0,2.973888448362892,36.98861
HK.00005,2012-03-05,37.38861,37.08861,37.78861,36.83861,9.537,0.00072,13046635,905514304.0,-2.6254567966644093,38.08861
HK.00005,2012-03-06,36.53861,36.58861,37.08861,36.28861,9.494,0.00133,23936164,1650613120.0,-1.3481227794732666,37.08861
HK.00005,2012-03-07,35.08861,35.53861,35.78861,35.08861,9.349,0.00139,25050460,1695725440.0,-2.8697455300980392,36.58861
HK.00005,2012-03-08,35.48861,35.48861,35.63861,35.08861,9.342,0.00112,20096020,1358012288.0,-0.1406920529531041,35.53861
HK.00005,2012-03-09,35.73861,36.13861,36.63861,35.63861,9.432,0.00081,14622795,998463104.0,1.831573566842992,35.48861
HK.00005,2012-03-12,35.48861,35.63861,35.93861,35.08861,9.363,0.00095,17138064,1161070080.0,-1.3835617916682463,36.13861
HK.00005,2012-03-13,35.93861,36.58861,36.73861,35.63861,9.494,0.00154,27815136,1909976064.0,2.66564829548628,35.63861
HK.00005,2012-03-14,38.4251,38.1751,39.3751,38.0751,9.563,0.0023,41450100,2895000320.0,4.3360215105192506,36.58861
HK.00005,2012-03-15,38.8251,39.1251,39.3251,38.7751,9.694,0.00142,25627868,1798607744.0,2.488533101419519,38.1751
HK.00005,2012-03-16,38.8751,38.9251,39.2751,38.7751,9.666,0.00052,9391248,658730048.0,-0.5111808020938038,39.1251
HK.00005,2012-03-19,40.1751,39.6751,40.5751,39.5251,9.77,0.00198,35720736,2545546752.0,1.9267773236292265,38.9251
HK.00005,2012-03-20,39.8751,38.8751,39.8751,38.6751,9.659,0.00148,26670354,1877494784.0,-2.016378030553161,39.6751
HK.00005,2012-03-21,38.9751,38.8751,39.1751,38.3751,9.659,0.00058,10470595,731728448.0,0.0,38.8751
HK.00005,2012-03-22,38.8751,38.8751,38.9251,38.2751,9.659,0.00045,8165872,570359232.0,0.0,38.8751
HK.00005,2012-03-23,38.0751,37.9751,38.3251,37.6751,9.535,0.00066,11957167,825848384.0,-2.315106584934844,38.8751
HK.00005,2012-03-26,37.9751,37.7251,38.1751,37.4751,9.501,0.0004,7199183,495553056.0,-0.6583261136902866,37.9751
HK.00005,2012-03-27,38.7751,39.2751,39.6251,38.6251,9.714,0.00111,19972688,1404822144.0,4.108670354750562,37.7251
HK.00005,2012-03-28,38.8751,39.0251,39.2251,38.5751,9.68,0.00067,12157989,851764544.0,-0.6365356167138976,39.2751
HK.00005,2012-03-29,38.1751,38.1251,38.3251,37.8751,9.556,0.00078,14091018,975566976.0,-2.3062080558409805,39.0251
HK.00005,2012-03-30,36.9751,37.3751,37.6251,36.9751,9.452,0.00093,16808316,1151836800.0,-1.9672079548643808,38.1251
HK.00005,2012-04-02,37.6751,37.5751,37.9751,37.1751,9.48,0.00077,14019208,962055232.0,0.5351156251086839,37.3751
HK.00005,2012-04-03,37.9251,38.4751,38.6251,37.6251,9.604,0.00084,15192299,1050907392.0,2.3952032063786888,37.5751
HK.00005,2012-04-05,37.8751,37.6251,37.9751,37.3251,9.487,0.00061,11000498,755914112.0,-2.209221028665278,38.4751
HK.00005,2012-04-10,36.6751,36.4251,36.9251,36.3751,9.379,0.00067,12060211,817140160.0,-3.1893602940590267,37.6251
HK.00005,2012-04-11,34.9251,35.2251,35.6751,34.8251,9.212,0.00102,18571400,1229844992.0,-3.294431587010064,36.4251
HK.00005,2012-04-12,35.2751,35.3751,36.0251,35.1251,9.233,0.00085,15382913,1026208512.0,0.4258327158759114,35.2251
HK.00005,2012-04-13,36.7751,36.7751,36.8751,36.4251,9.427,0.00078,14168486,960579136.0,3.957585985622651,35.3751
HK.00005,2012-04-16,35.3751,35.8251,36.0251,35.2751,9.295,0.00067,12116558,808972864.0,-2.583269658002297,36.7751
HK.00005,2012-04-17,35.4751,35.9751,36.0751,35.1751,9.316,0.00081,14704542,979866176.0,0.4187008549871419,35.8251
HK.00005,2012-04-18,37.0751,37.2251,37.3251,36.9751,9.49,0.00079,14254784,973410432.0,3.474625504863086,35.9751
HK.00005,2012-04-19,37.3251,38.0751,38.1751,37.3251,9.608,0.00063,11354193,782430336.0,2.28340555163049,37.2251
HK.00005,2012-04-20,37.6751,38.3251,38.4751,37.6751,9.643,0.00053,9597453,664443776.0,0.6565970936386247,38.0751
HK.00005,2012-04-23,38.3251,37.0751,38.4251,36.9751,9.469,0.00052,9444309,650448960.0,-3.2615700937505707,38.3251
HK.00005,2012-04-24,37.1751,37.4751,37.7251,36.8751,9.525,0.00044,8031205,550253952.0,1.078891223489616,37.0751
HK.00005,2012-04-25,38.2251,37.9251,38.2751,37.8751,9.587,0.00055,9918370,686519040.0,1.2007973294267469,37.4751
HK.00005,2012-04-26,38.2251,38.6751,38.8751,38.2251,9.691,0.00084,15254142,1063148352.0,1.9775821289858169,37.9251
HK.00005,2012-04-27,38.8751,38.3251,38.8751,37.8251,9.643,0.00091,16484269,1145554816.0,-0.9049750356172356,38.6751
HK.00005,2012-04-30,39.1251,39.5751,39.6751,39.1251,9.816,0.00111,20075076,1416657280.0,3.2615700937505707,38.3251
HK.00005,2012-05-02,39.8751,40.1751,40.4751,39.7751,9.917,0.0011,19930332,1422573312.0,1.5161048234874996,39.5751
HK.00005,2012-05-03,39.8251,40.4251,40.5251,39.6751,9.952,0.0008,14448793,1029112320.0,0.6222759868674875,40.1751
HK.00005,2012-05-04,39.5751,39.5751,40.2251,39.4251,9.834,0.00054,9879508,700616576.0,-2.102654044145844,40.4251
HK.00005,2012-05-07,37.8751,37.5751,37.9751,37.3751,9.556,0.00091,16558706,1138981632.0,-5.053682744958319,39.5751
HK.00005,2012-05-08,38.4751,37.9251,38.7751,37.6251,9.604,0.00077,13994847,971362176.0,0.9314679135917174,37.5751
HK.00005,2012-05-09,37.9751,38.3751,38.5251,37.8751,9.667,0.00082,14941903,1035711680.0,1.1865492773914976,37.9251
HK.00005,2012-05-10,38.1751,37.9251,38.1751,36.9751,9.604,0.00078,14140934,971348928.0,-1.1726353807547154,38.3751
HK.00005,2012-05-11,37.9751,37.2751,37.9751,36.8251,9.514,0.00112,20418694,1399164800.0,-1.713904511787704,37.9251
HK.00005,2012-05-14,37.4751,36.5751,37.6251,36.4751,9.417,0.00085,15497604,1056378240.0,-1.8779292342609488,37.2751
HK.00005,2012-05-15,36.6251,37.6751,37.8251,36.6251,9.57,0.00076,13774799,941402048.0,3.0075105741337724,36.5751
HK.00005,2012-05-16,36.97346,36.02346,37.02346,35.77346,9.243,0.0014,25381600,1693006208.0,-4.383903426931847,37.6751
HK.00005,2012-05-17,35.92346,35.37346,36.62346,35.12346,9.152,0.0012,21789800,1441829888.0,-1.8043797014501068,36.02346
HK.00005,2012-05-18,32.57346,33.32346,33.57346,32.17346,8.867,0.00205,37233676,2359146496.0,-5.795305293855914,35.37346
HK.00005,2012-05-21,32.77346,32.67346,32.87346,32.12346,8.777,0.00095,17278584,1086447872.0,-1.950577761132844,33.32346
HK.00005,2012-05-22,32.97346,33.07346,33.52346,32.77346,8.832,0.00091,16571190,1053891392.0,1.2242352049645144,32.67346
HK.00005,2012-05-23,32.67346,32.32346,32.92346,32.02346,8.728,0.00125,22617208,1421781760.0,-2.267679281212186,33.07346
HK.00005,2012-05-24,31.82346,31.72346,32.37346,31.62346,8.645,0.00074,13365918,835570304.0,-1.856236925131152,32.32346
HK.00005,2012-05-25,32.47346,32.27346,32.67346,32.07346,8.721,0.00066,12062912,757187968.0,1.733732701287945,31.72346
HK.00005,2012-05-28,32.52346,32.37346,32.77346,32.17346,8.735,0.00057,10270540,646208576.0,0.309852119977224,32.27346
HK.00005,2012-05-29,31.82346,32.57346,32.62346,31.67346,8.763,0.00068,12317431,770281536.0,0.6177900045283876,32.37346
HK.00005,2012-05-30,31.92346,30.82346,31.92346,30.67346,8.519,0.00155,28183376,1736333696.0,-5.372471944951493,32.57346
HK.00005,2012-05-31,30.37346,30.82346,31.02346,29.82346,8.519,0.00095,17172124,1044623616.0,0.0,30.82346
HK.00005,2012-06-04,29.57346,29.72346,29.97346,29.37346,8.366,0.00111,20231956,1215355648.0,-3.568710326485091,30.82346
HK.00005,2012-06-05,30.27346,29.92346,30.47346,29.57346,8.394,0.00045,8218673,497151008.0,0.6728691747192261,29.72346
HK.00005,2012-06-06,30.57346,31.47346,31.57346,30.57346,8.611,0.00066,11996067,737173184.0,5.179882272972447,29.92346
