code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00968,2013-12-12 00:00:00,-0.0342645,0.1384626,0.3020988,-0.1342644,54.218,0.06194,388373268,400914751.0,-91.59585858291575,1.647552
HK.00968,2013-12-13 00:00:00,0.1657353,0.3930078,0.4748259,0.1293717,67.535,0.11394,714422936,893164799.0,183.83679058460555,0.1384626
HK.00968,2013-12-16 00:00:00,0.4020987,0.283917,0.4202805,0.2384625,61.828,0.04331,271527921,335367523.0,-27.757922361846266,0.3930078
HK.00968,2013-12-17 00:00:00,0.3111897,0.3566442,0.374826,0.3020988,65.633,0.02678,167882176,208063062.0,25.615655279535936,0.283917
HK.00968,2013-12-18 00:00:00,0.3657351,0.556644,0.5839167,0.3475533,76.096,0.0614,384971598,531114104.0,56.07824268556729,0.3566442
HK.00968,2013-12-19 00:00:00,0.5657349,0.4748259,0.7020984,0.4384623,71.815,0.05789,362951694,533960615.0,-14.69846077564835,0.556644
HK.00968,2013-12-20 00:00:00,0.4930077,0.4202805,0.5202804,0.3930078,68.962,0.02606,163375381,221771113.0,-11.48745255892739,0.4748259
HK.00968,2013-12-23 00:00:00,0.4384623,0.4384623,0.4930077,0.3657351,69.913,0.02113,132464884,177114038.0,4.326110776017451,0.4202805
HK.00968,2013-12-24 00:00:00,0.4384623,0.4384623,0.4748259,0.4202805,69.913,0.0071,44535942,60045331.0,0.0,0.4384623
HK.00968,2013-12-27 00:00:00,0.4475532,0.4566441,0.465735,0.4020987,70.864,0.00977,61260037,81508453.0,4.146719113593111,0.4384623
HK.00968,2013-12-30 00:00:00,0.4566441,0.5930076,0.6202803,0.4293714,77.998,0.03513,220273056,320737907.0,29.862096105041097,0.4566441
HK.00968,2013-12-31 00:00:00,0.6020985,0.556644,0.6202803,0.5384622,76.096,0.01137,71317913,105343983.0,-6.1320630629354405,0.5930076
HK.00968,2014-01-02 00:00:00,0.5748258,0.6839166,0.7020984,0.5475531,82.754,0.03473,217734000,336663660.0,22.8642723176752,0.556644
HK.00968,2014-01-03 00:00:00,0.6566439,0.6748257,0.7748256,0.6384621,82.279,0.03098,194250158,313936701.0,-1.3292410214929735,0.6839166
HK.00968,2014-01-06 00:00:00,0.7020984,0.6202803,0.7475529,0.6111894,79.425,0.02793,175140071,272812410.0,-8.082887181089868,0.6748257
HK.00968,2014-01-07 00:00:00,0.6384621,0.6202803,0.6748257,0.5839167,79.425,0.01672,104808491,161024628.0,0.0,0.6202803
HK.00968,2014-01-08 00:00:00,0.6566439,0.6930075,0.7293711,0.6384621,83.23,0.02441,153050398,244212804.0,11.724892762191544,0.6202803
HK.00968,2014-01-09 00:00:00,0.7020984,0.7930074,0.8566437,0.6930075,88.461,0.04324,271102894,457104731.0,14.429843832858957,0.6930075
HK.00968,2014-01-10 00:00:00,0.7748256,0.7475529,0.8384619,0.7202802,86.083,0.01984,124378382,207668573.0,-5.731913724890847,0.7930074
HK.00968,2014-01-13 00:00:00,0.7748256,0.7202802,0.7839165,0.7020984,84.657,0.01036,64954397,105612435.0,-3.6482635543250423,0.7475529
HK.00968,2014-01-14 00:00:00,0.6930075,0.7475529,0.8020983,0.6748257,86.083,0.01784,111834349,183981232.0,3.7864014587656203,0.7202802
HK.00968,2014-01-15 00:00:00,0.7748256,0.6839166,0.7748256,0.6839166,82.754,0.01768,110830923,179014902.0,-8.512614960091785,0.7475529
HK.00968,2014-01-16 00:00:00,0.7020984,0.6657348,0.7202802,0.6384621,81.803,0.01093,68501719,107883158.0,-2.658482042985947,0.6839166
HK.00968,2014-01-17 00:00:00,0.647553,0.647553,0.6748257,0.6202803,80.852,0.01061,66517482,102645024.0,-2.731087514127234,0.6657348
HK.00968,2014-01-20 00:00:00,0.647553,0.6657348,0.7020984,0.6384621,81.803,0.00668,41892400,65890030.0,2.80777017479649,0.647553
HK.00968,2014-01-21 00:00:00,0.6657348,0.6566439,0.7202802,0.647553,81.327,0.00718,45038919,71354255.0,-1.3655437570636255,0.6657348
HK.00968,2014-01-22 00:00:00,0.6839166,0.6020985,0.6839166,0.5748258,78.474,0.00896,56191470,85480499.0,-8.306694084876137,0.6566439
HK.00968,2014-01-23 00:00:00,0.6020985,0.5748258,0.6111894,0.556644,77.047,0.00585,36701605,54424472.0,-4.529607697079452,0.6020985
HK.00968,2014-01-24 00:00:00,0.556644,0.4930077,0.5930076,0.4475532,72.767,0.00933,58510414,82671131.0,-14.233546928478166,0.5748258
HK.00968,2014-01-27 00:00:00,0.4748259,0.4293714,0.4748259,0.3930078,69.437,0.0101,63318228,83709182.0,-12.907770000346847,0.4930077
HK.00968,2014-01-28 00:00:00,0.4111896,0.4748259,0.4839168,0.4020987,71.815,0.00869,54491255,73705415.0,10.586289631773333,0.4293714
HK.00968,2014-01-29 00:00:00,0.4839168,0.5293713,0.5384622,0.4839168,74.669,0.00597,37415400,52927000.0,11.48745255892738,0.4748259
HK.00968,2014-01-30 00:00:00,0.4930077,0.5839167,0.5930076,0.4839168,77.523,0.00631,39595047,56463311.0,10.303807554357398,0.5293713
HK.00968,2014-02-04 00:00:00,0.5293713,0.647553,0.6566439,0.5020986,80.852,0.01142,71633340,106812155.0,10.898181196050755,0.5839167
HK.00968,2014-02-05 00:00:00,0.6748257,0.5748258,0.6748257,0.5748258,77.047,0.00609,38196884,57559521.0,-11.23108069918601,0.647553
HK.00968,2014-02-06 00:00:00,0.5839167,0.5748258,0.6111894,0.5293713,77.047,0.00421,26415400,38529980.0,0.0,0.5748258
HK.00968,2014-02-07 00:00:00,0.5930076,0.5475531,0.6020985,0.5293713,75.62,0.00308,19327669,28270926.0,-4.744515642826059,0.5748258
HK.00968,2014-02-10 00:00:00,0.5657349,0.6111894,0.6293712,0.5475531,78.949,0.00584,36614600,54804380.0,11.621941324046924,0.5475531
HK.00968,2014-02-11 00:00:00,0.6020985,0.6020985,0.647553,0.6020985,78.474,0.00435,27260820,41410110.0,-1.4874112672765616,0.6111894
HK.00968,2014-02-12 00:00:00,0.6202803,0.5930076,0.6202803,0.5748258,77.998,0.003,18790200,28106880.0,-1.5098692323598237,0.6020985
HK.00968,2014-02-13 00:00:00,0.5839167,0.5930076,0.6111894,0.5657349,77.998,0.00252,15816565,23527733.0,0.0,0.5930076
HK.00968,2014-02-14 00:00:00,0.5930076,0.5839167,0.6020985,0.5657349,77.523,0.00278,17458130,25870334.0,-1.5330157657338648,0.5930076
HK.00968,2014-02-17 00:00:00,0.6020985,0.6657348,0.6748257,0.5839167,81.803,0.00877,55005720,85107288.0,14.011947252065237,0.5839167
HK.00968,2014-02-18 00:00:00,0.6748257,0.6839166,0.6930075,0.6202803,82.754,0.00605,37932400,59186800.0,2.731087514127251,0.6657348
HK.00968,2014-02-19 00:00:00,0.6839166,0.6930075,0.7111893,0.6566439,83.23,0.00475,29802853,47166696.0,1.3292410214929735,0.6839166
HK.00968,2014-02-20 00:00:00,0.6839166,0.647553,0.6930075,0.6293712,80.852,0.00553,34673100,53484854.0,-6.5590199240267895,0.6930075
HK.00968,2014-02-21 00:00:00,0.6748257,0.647553,0.6839166,0.6384621,80.852,0.00419,26298580,41056810.0,0.0,0.647553
HK.00968,2014-02-24 00:00:00,0.6566439,0.6839166,0.7020984,0.647553,82.754,0.00835,52377600,82529840.0,5.615540349592997,0.647553
HK.00968,2014-02-25 00:00:00,0.7020984,0.6566439,0.738462,0.647553,81.327,0.00829,51979963,83092396.0,-3.98772306447892,0.6839166
HK.00968,2014-02-26 00:00:00,0.6657348,0.6839166,0.7657347,0.647553,32.647,0.02039,127815600,205460620.0,4.153347042438076,0.6566439
HK.00968,2014-02-27 00:00:00,0.7748256,1.011189,1.0839162,0.7657347,39.401,0.07165,449230554,818594662.0,47.852676773746964,0.6839166
HK.00968,2014-02-28 00:00:00,1.0202799,1.0930071,1.102098,0.9657345,41.09,0.0356,223203049,432838066.0,8.091276704948335,1.011189
