code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.02007,2012-01-26 00:00:00,0.072115,0.08149,0.08149,-0.002885,12.121,0.00127,22566291,76907440.0,218.9461392497446,-0.06851
HK.02007,2012-01-27 00:00:00,0.08149,0.053365,0.090865,-0.021635,12.022,0.00089,15831668,53391184.0,-34.51343723156216,0.08149
HK.02007,2012-01-30 00:00:00,0.02524,-0.33101,0.02524,-0.34976,10.664,0.00269,47948241,150366416.0,-720.2754614447672,0.053365
HK.02007,2012-01-31 00:00:00,-0.29351,-0.227885,-0.227885,-0.31226,11.028,0.00151,26921684,82834712.0,31.154647895833964,-0.33101
HK.02007,2012-02-01 00:00:00,-0.23726,-0.27476,-0.14351,-0.34976,10.863,0.00069,12316806,38243608.0,-20.569585536564496,-0.227885
HK.02007,2012-02-02 00:00:00,-0.209135,-0.209135,-0.190385,-0.284135,11.095,0.00112,19882148,61938004.0,23.884481001601404,-0.27476
HK.02007,2012-02-03 00:00:00,-0.25601,-0.227885,-0.190385,-0.25601,11.028,0.00103,18407082,57740328.0,-8.965500753102072,-0.209135
HK.02007,2012-02-06 00:00:00,-0.19976,-0.284135,-0.18101,-0.29351,10.83,0.00101,17917282,55354368.0,-24.683502643877404,-0.227885
HK.02007,2012-02-07 00:00:00,-0.23726,-0.302885,-0.23726,-0.321635,10.764,0.00072,12886245,39387340.0,-6.59897583894979,-0.284135
HK.02007,2012-02-08 00:00:00,-0.321635,-0.18101,-0.171635,-0.321635,11.194,0.00186,33083243,103429456.0,40.23804414216617,-0.302885
HK.02007,2012-02-09 00:00:00,-0.18101,0.02524,0.053365,-0.246635,11.923,0.00449,79891176,265265296.0,113.9439809955251,-0.18101
HK.02007,2012-02-10 00:00:00,0.053365,0.02524,0.11899,-0.14351,11.923,0.00381,67797553,225586976.0,0.0,0.02524
HK.02007,2012-02-13 00:00:00,-0.04976,-0.19976,-0.04976,-0.25601,11.128,0.00268,47735769,151324896.0,-891.4421553090332,0.02524
HK.02007,2012-02-14 00:00:00,-0.23726,-0.134135,-0.096635,-0.23726,11.36,0.00125,22182755,71076272.0,32.85192230676812,-0.19976
